id,fix_acidity,vol_acidity,citric_acid,sugar,chlorides,free_sulfur,total_sulfur,density,pH,sulphates,alcohol,quality
1383,8.00,0.60,0.22,2.10,0.08,25.00,105.00,1.00,3.30,0.49,9.90,5.00
1384,8.00,0.60,0.22,2.10,0.08,25.00,105.00,1.00,3.30,0.49,9.90,5.00
1385,7.10,0.76,0.15,1.80,0.11,20.00,84.00,1.00,3.19,0.50,9.50,5.00
1386,8.00,0.81,0.25,3.40,0.08,34.00,85.00,1.00,3.19,0.42,9.20,5.00
1387,7.40,0.64,0.07,1.80,0.10,8.00,23.00,1.00,3.30,0.58,9.60,5.00
1388,7.40,0.64,0.07,1.80,0.10,8.00,23.00,1.00,3.30,0.58,9.60,5.00
1389,6.60,0.64,0.31,6.10,0.08,7.00,49.00,1.00,3.35,0.68,10.30,5.00
1390,6.70,0.48,0.02,2.20,0.08,36.00,111.00,1.00,3.10,0.53,9.70,5.00
1391,6.00,0.49,0.00,2.30,0.07,15.00,33.00,0.99,3.58,0.59,12.50,6.00
1392,8.00,0.64,0.22,2.40,0.09,5.00,33.00,1.00,3.37,0.58,11.00,5.00
1393,7.10,0.62,0.06,1.30,0.07,5.00,12.00,0.99,3.17,0.48,9.80,5.00
1394,8.00,0.52,0.25,2.00,0.08,19.00,59.00,1.00,3.30,0.48,10.20,5.00
1395,6.40,0.57,0.14,3.90,0.07,27.00,73.00,1.00,3.32,0.48,9.20,5.00
1396,8.60,0.69,0.10,1.60,0.09,3.00,12.00,1.00,3.31,0.65,9.55,6.00
1397,8.70,0.68,0.10,1.60,0.09,4.00,11.00,1.00,3.31,0.65,9.55,5.00
1398,7.30,0.59,0.26,2.00,0.08,17.00,104.00,1.00,3.28,0.52,9.90,5.00
1399,7.00,0.60,0.12,2.20,0.08,13.00,28.00,1.00,3.52,0.62,10.20,7.00
1400,7.20,0.67,0.00,2.20,0.07,10.00,24.00,1.00,3.42,0.72,11.10,6.00
1401,7.90,0.69,0.21,2.10,0.08,33.00,141.00,1.00,3.25,0.51,9.90,5.00
1402,7.90,0.69,0.21,2.10,0.08,33.00,141.00,1.00,3.25,0.51,9.90,5.00
1403,7.60,0.30,0.42,2.00,0.05,6.00,24.00,1.00,3.44,0.82,11.90,6.00
1404,7.20,0.33,0.33,1.70,0.06,3.00,13.00,1.00,3.23,1.10,10.00,8.00
1405,8.00,0.50,0.39,2.60,0.08,12.00,46.00,1.00,3.43,0.62,10.70,6.00
1406,7.70,0.28,0.30,2.00,0.06,18.00,34.00,1.00,3.28,0.90,11.30,7.00
1407,8.20,0.24,0.34,5.10,0.06,8.00,22.00,1.00,3.22,0.94,10.90,6.00
1408,6.00,0.51,0.00,2.10,0.06,40.00,54.00,1.00,3.54,0.93,10.70,6.00
1409,8.10,0.29,0.36,2.20,0.05,35.00,53.00,1.00,3.27,1.01,12.40,7.00
1410,6.00,0.51,0.00,2.10,0.06,40.00,54.00,1.00,3.54,0.93,10.70,6.00
1411,6.60,0.96,0.00,1.80,0.08,5.00,16.00,0.99,3.50,0.44,11.90,6.00
1412,6.40,0.47,0.40,2.40,0.07,8.00,19.00,1.00,3.56,0.73,10.60,6.00
1413,8.20,0.24,0.34,5.10,0.06,8.00,22.00,1.00,3.22,0.94,10.90,6.00
1414,9.90,0.57,0.25,2.00,0.10,12.00,89.00,1.00,3.04,0.90,10.10,5.00
1415,10.00,0.32,0.59,2.20,0.08,3.00,15.00,1.00,3.20,0.78,9.60,5.00
1416,6.20,0.58,0.00,1.60,0.07,8.00,18.00,1.00,3.56,0.84,9.40,5.00
1417,10.00,0.32,0.59,2.20,0.08,3.00,15.00,1.00,3.20,0.78,9.60,5.00
1418,7.30,0.34,0.33,2.50,0.06,21.00,37.00,1.00,3.35,0.77,12.10,7.00
1419,7.80,0.53,0.01,1.60,0.08,3.00,19.00,1.00,3.16,0.46,9.80,5.00
1420,7.70,0.64,0.21,2.20,0.08,32.00,133.00,1.00,3.27,0.45,9.90,5.00
1421,7.80,0.53,0.01,1.60,0.08,3.00,19.00,1.00,3.16,0.46,9.80,5.00
1422,7.50,0.40,0.18,1.60,0.08,24.00,58.00,1.00,3.34,0.58,9.40,5.00
1423,7.00,0.54,0.00,2.10,0.08,39.00,55.00,1.00,3.39,0.84,11.40,6.00
1424,6.40,0.53,0.09,3.90,0.12,14.00,31.00,1.00,3.50,0.67,11.00,4.00
1425,8.30,0.26,0.37,1.40,0.08,8.00,23.00,1.00,3.26,0.70,9.60,6.00
1426,8.30,0.26,0.37,1.40,0.08,8.00,23.00,1.00,3.26,0.70,9.60,6.00
1427,7.70,0.23,0.37,1.80,0.05,23.00,60.00,1.00,3.41,0.71,12.10,6.00
1428,7.60,0.41,0.33,2.50,0.08,6.00,23.00,1.00,3.30,0.58,11.20,5.00
1429,7.80,0.64,0.00,1.90,0.07,27.00,55.00,1.00,3.31,0.63,11.00,5.00
1430,7.90,0.18,0.40,2.20,0.05,38.00,67.00,1.00,3.33,0.93,11.30,5.00
1431,7.40,0.41,0.24,1.80,0.07,18.00,47.00,1.00,3.37,0.62,10.40,5.00
1432,7.60,0.43,0.31,2.10,0.07,13.00,74.00,1.00,3.26,0.54,9.90,6.00
1433,5.90,0.44,0.00,1.60,0.04,3.00,11.00,0.99,3.48,0.85,11.70,6.00
1434,6.10,0.40,0.16,1.80,0.07,11.00,25.00,1.00,3.42,0.74,10.10,7.00
1435,10.20,0.54,0.37,15.40,0.21,55.00,95.00,1.00,3.18,0.77,9.00,6.00
1436,10.20,0.54,0.37,15.40,0.21,55.00,95.00,1.00,3.18,0.77,9.00,6.00
1437,10.00,0.38,0.38,1.60,0.17,27.00,90.00,1.00,3.15,0.65,8.50,5.00
1438,6.80,0.92,0.29,4.80,0.07,15.00,39.00,1.00,3.53,0.54,11.10,5.00
1439,7.00,0.59,0.00,1.70,0.05,3.00,8.00,1.00,3.41,0.47,10.30,5.00
1440,7.30,0.67,0.02,2.20,0.07,31.00,92.00,1.00,3.32,0.68,11.07,6.00
1441,7.20,0.37,0.32,2.00,0.06,15.00,28.00,0.99,3.23,0.73,11.30,7.00
1442,7.40,0.79,0.19,5.20,0.09,19.00,98.00,1.00,3.16,0.52,9.57,6.00
1443,6.90,0.63,0.02,1.90,0.08,18.00,30.00,1.00,3.40,0.75,9.80,5.00
1444,6.90,0.58,0.20,1.75,0.06,8.00,22.00,0.99,3.38,0.49,11.70,5.00
1445,7.30,0.67,0.02,2.20,0.07,31.00,92.00,1.00,3.32,0.68,11.10,6.00
1446,7.40,0.79,0.19,5.20,0.09,19.00,98.00,1.00,3.16,0.52,9.60,6.00
1447,6.90,0.63,0.02,1.90,0.08,18.00,30.00,1.00,3.40,0.75,9.80,5.00
1448,6.80,0.67,0.00,1.90,0.08,22.00,39.00,1.00,3.40,0.74,9.70,5.00
1449,6.90,0.58,0.01,1.90,0.08,40.00,54.00,1.00,3.40,0.73,9.70,5.00
1450,7.20,0.38,0.31,2.00,0.06,15.00,29.00,0.99,3.23,0.76,11.30,8.00
1451,7.20,0.37,0.32,2.00,0.06,15.00,28.00,0.99,3.23,0.73,11.30,7.00
1452,7.80,0.32,0.44,2.70,0.10,8.00,17.00,1.00,3.33,0.78,11.00,7.00
1453,6.60,0.58,0.02,2.00,0.06,37.00,53.00,0.99,3.35,0.76,11.60,7.00
1454,7.60,0.49,0.33,1.90,0.07,27.00,85.00,1.00,3.41,0.58,9.00,5.00
1455,11.70,0.45,0.63,2.20,0.07,7.00,23.00,1.00,3.21,0.69,10.90,6.00
1456,6.50,0.90,0.00,1.60,0.05,9.00,17.00,0.99,3.50,0.63,10.90,6.00
1457,6.00,0.54,0.06,1.80,0.05,38.00,89.00,0.99,3.30,0.50,10.55,6.00
1458,7.60,0.49,0.33,1.90,0.07,27.00,85.00,1.00,3.41,0.58,9.00,5.00
1459,8.40,0.29,0.40,1.70,0.07,8.00,20.00,1.00,3.39,0.60,10.50,5.00
1460,7.90,0.20,0.35,1.70,0.05,7.00,15.00,0.99,3.32,0.80,11.90,7.00
1461,6.40,0.42,0.09,2.30,0.05,34.00,64.00,1.00,3.41,0.68,10.40,6.00
1462,6.20,0.79,0.00,2.10,0.06,6.00,13.00,1.00,3.59,0.61,10.00,4.00
1463,6.80,0.64,0.03,2.30,0.08,14.00,31.00,1.00,3.36,0.58,10.40,6.00
1464,6.90,0.63,0.01,2.40,0.08,14.00,39.00,1.00,3.34,0.53,10.80,6.00
1465,6.80,0.59,0.10,1.70,0.06,34.00,53.00,1.00,3.41,0.67,9.70,5.00
1466,6.80,0.59,0.10,1.70,0.06,34.00,53.00,1.00,3.41,0.67,9.70,5.00
1467,7.30,0.48,0.32,2.10,0.06,31.00,54.00,1.00,3.30,0.65,10.00,7.00
1468,6.70,1.04,0.08,2.30,0.07,19.00,32.00,1.00,3.52,0.57,11.00,4.00
1469,7.30,0.48,0.32,2.10,0.06,31.00,54.00,1.00,3.30,0.65,10.00,7.00
1470,7.30,0.98,0.05,2.10,0.06,20.00,49.00,1.00,3.31,0.55,9.70,3.00
1471,10.00,0.69,0.11,1.40,0.08,8.00,24.00,1.00,2.88,0.47,9.70,5.00
1472,6.70,0.70,0.08,3.75,0.07,8.00,16.00,0.99,3.43,0.52,12.60,5.00
1473,7.60,0.35,0.60,2.60,0.07,23.00,44.00,1.00,3.38,0.79,11.10,6.00
1474,6.10,0.60,0.08,1.80,0.07,14.00,45.00,0.99,3.38,0.54,11.00,5.00
1475,9.90,0.50,0.50,13.80,0.21,48.00,82.00,1.00,3.16,0.75,8.80,5.00
1476,5.30,0.47,0.11,2.20,0.05,16.00,89.00,0.99,3.54,0.88,13.57,7.00
1477,9.90,0.50,0.50,13.80,0.21,48.00,82.00,1.00,3.16,0.75,8.80,5.00
1478,5.30,0.47,0.11,2.20,0.05,16.00,89.00,0.99,3.54,0.88,13.60,7.00
1479,7.10,0.88,0.05,5.70,0.08,3.00,14.00,1.00,3.40,0.52,10.20,3.00
1480,8.20,0.28,0.60,3.00,0.10,10.00,22.00,1.00,3.39,0.68,10.60,5.00
1481,5.60,0.62,0.03,1.50,0.08,6.00,13.00,0.99,3.66,0.62,10.10,4.00
1482,8.20,0.28,0.60,3.00,0.10,10.00,22.00,1.00,3.39,0.68,10.60,5.00
1483,7.20,0.58,0.54,2.10,0.11,3.00,9.00,1.00,3.33,0.57,10.30,4.00
1484,8.10,0.33,0.44,1.50,0.04,6.00,12.00,1.00,3.35,0.61,10.70,5.00
1485,6.80,0.91,0.06,2.00,0.06,4.00,11.00,1.00,3.53,0.64,10.90,4.00
1486,7.00,0.66,0.16,2.10,0.07,8.00,25.00,1.00,3.37,0.55,9.70,5.00
1487,6.80,0.68,0.21,2.10,0.07,9.00,23.00,1.00,3.38,0.60,10.30,5.00
1488,6.00,0.64,0.05,1.90,0.07,9.00,17.00,0.99,3.52,0.78,10.60,5.00
1489,5.60,0.54,0.04,1.70,0.05,5.00,13.00,0.99,3.72,0.58,11.40,5.00
1490,6.20,0.57,0.10,2.10,0.05,4.00,11.00,0.99,3.44,0.76,10.80,6.00
1491,7.10,0.22,0.49,1.80,0.04,8.00,18.00,0.99,3.39,0.56,12.40,6.00
1492,5.60,0.54,0.04,1.70,0.05,5.00,13.00,0.99,3.72,0.58,11.40,5.00
1493,6.20,0.65,0.06,1.60,0.05,6.00,18.00,0.99,3.57,0.54,11.95,5.00
1494,7.70,0.54,0.26,1.90,0.09,23.00,147.00,1.00,3.26,0.59,9.70,5.00
1495,6.40,0.31,0.09,1.40,0.07,15.00,28.00,0.99,3.42,0.70,10.00,7.00
1496,7.00,0.43,0.02,1.90,0.08,15.00,28.00,0.99,3.35,0.81,10.60,6.00
1497,7.70,0.54,0.26,1.90,0.09,23.00,147.00,1.00,3.26,0.59,9.70,5.00
1498,6.90,0.74,0.03,2.30,0.05,7.00,16.00,1.00,3.45,0.63,11.50,6.00
1499,6.60,0.90,0.04,2.30,0.07,7.00,13.00,1.00,3.53,0.58,10.80,6.00
1500,6.90,0.74,0.03,2.30,0.05,7.00,16.00,1.00,3.45,0.63,11.50,6.00
1501,7.50,0.73,0.04,1.50,0.08,8.00,15.00,1.00,3.26,0.53,9.60,5.00
1502,7.80,0.82,0.29,4.30,0.08,21.00,64.00,1.00,3.16,0.53,9.40,5.00
1503,7.30,0.59,0.18,2.40,0.08,15.00,60.00,1.00,3.31,0.54,9.80,5.00
1504,6.20,0.44,0.39,2.50,0.08,6.00,14.00,1.00,3.51,0.69,11.00,6.00
1505,7.50,0.38,0.57,2.30,0.11,5.00,12.00,1.00,3.36,0.55,11.40,6.00
1506,6.70,0.76,0.02,1.80,0.08,6.00,12.00,1.00,3.55,0.63,9.95,3.00
1507,6.80,0.81,0.05,2.00,0.07,6.00,14.00,1.00,3.51,0.66,10.80,6.00
1508,7.50,0.38,0.57,2.30,0.11,5.00,12.00,1.00,3.36,0.55,11.40,6.00
1509,7.10,0.27,0.60,2.10,0.07,17.00,25.00,1.00,3.38,0.72,10.60,6.00
1510,7.90,0.18,0.40,1.80,0.06,7.00,20.00,0.99,3.28,0.70,11.10,5.00
1511,6.40,0.36,0.21,2.20,0.05,26.00,48.00,1.00,3.47,0.77,9.70,6.00
1512,7.10,0.69,0.04,2.10,0.07,19.00,27.00,1.00,3.44,0.67,9.80,5.00
1513,6.40,0.79,0.04,2.20,0.06,11.00,17.00,1.00,3.53,0.65,10.40,6.00
1514,6.40,0.56,0.15,1.80,0.08,17.00,65.00,0.99,3.33,0.60,10.50,6.00
1515,6.90,0.84,0.21,4.10,0.07,16.00,65.00,1.00,3.53,0.72,9.23,6.00
1516,6.90,0.84,0.21,4.10,0.07,16.00,65.00,1.00,3.53,0.72,9.25,6.00
1517,6.10,0.32,0.25,2.30,0.07,23.00,58.00,1.00,3.42,0.97,10.60,5.00
1518,6.50,0.53,0.06,2.00,0.06,29.00,44.00,0.99,3.38,0.83,10.30,6.00
1519,7.40,0.47,0.46,2.20,0.11,7.00,20.00,1.00,3.32,0.63,10.50,5.00
1520,6.60,0.70,0.08,2.60,0.11,14.00,27.00,1.00,3.44,0.58,10.20,5.00
1521,6.50,0.53,0.06,2.00,0.06,29.00,44.00,0.99,3.38,0.83,10.30,6.00
1522,6.90,0.48,0.20,1.90,0.08,9.00,23.00,1.00,3.39,0.43,9.05,4.00
1523,6.10,0.32,0.25,2.30,0.07,23.00,58.00,1.00,3.42,0.97,10.60,5.00
1524,6.80,0.48,0.25,2.00,0.08,29.00,61.00,1.00,3.34,0.60,10.40,5.00
1525,6.00,0.42,0.19,2.00,0.08,22.00,47.00,1.00,3.39,0.78,10.00,6.00
1526,6.70,0.48,0.08,2.10,0.06,18.00,34.00,1.00,3.33,0.64,9.70,5.00
1527,6.80,0.47,0.08,2.20,0.06,18.00,38.00,1.00,3.30,0.65,9.60,6.00
1528,7.10,0.53,0.07,1.70,0.07,15.00,24.00,1.00,3.29,0.66,10.80,6.00
1529,7.90,0.29,0.49,2.20,0.10,21.00,59.00,1.00,3.31,0.67,10.10,6.00
1530,7.10,0.69,0.08,2.10,0.06,42.00,52.00,1.00,3.42,0.60,10.20,6.00
1531,6.60,0.44,0.09,2.20,0.06,9.00,18.00,0.99,3.42,0.69,11.30,6.00
1532,6.10,0.71,0.10,2.80,0.08,13.00,28.00,1.00,3.60,0.66,10.20,5.00
1533,7.20,0.53,0.13,2.00,0.06,18.00,22.00,1.00,3.21,0.68,9.90,6.00
1534,8.00,0.39,0.30,1.90,0.07,32.00,84.00,1.00,3.39,0.61,9.00,5.00
1535,6.60,0.56,0.14,2.40,0.06,13.00,29.00,0.99,3.42,0.62,11.70,7.00
1536,7.00,0.55,0.13,2.20,0.08,15.00,35.00,1.00,3.36,0.59,9.70,6.00
1537,6.10,0.53,0.08,1.90,0.08,24.00,45.00,1.00,3.60,0.68,10.30,6.00
1538,5.40,0.58,0.08,1.90,0.06,20.00,31.00,0.99,3.50,0.64,10.20,6.00
1539,6.20,0.64,0.09,2.50,0.08,15.00,26.00,1.00,3.57,0.63,12.00,5.00
1540,7.20,0.39,0.32,1.80,0.07,34.00,60.00,1.00,3.46,0.78,9.90,5.00
1541,6.20,0.52,0.08,4.40,0.07,11.00,32.00,1.00,3.56,0.63,11.60,6.00
1542,7.40,0.25,0.29,2.20,0.05,19.00,49.00,1.00,3.40,0.76,10.90,7.00
1543,6.70,0.86,0.02,1.90,0.06,29.00,38.00,0.99,3.30,0.56,10.75,6.00
1544,11.10,0.44,0.42,2.20,0.06,14.00,19.00,1.00,3.25,0.57,10.40,6.00
1545,8.40,0.37,0.43,2.30,0.06,12.00,19.00,1.00,3.17,0.81,11.20,7.00
1546,6.50,0.63,0.33,1.80,0.06,16.00,28.00,1.00,3.36,0.64,10.10,6.00
1547,7.00,0.57,0.02,2.00,0.07,17.00,26.00,1.00,3.36,0.61,10.20,5.00
1548,6.30,0.60,0.10,1.60,0.05,12.00,26.00,0.99,3.55,0.51,12.10,5.00
1549,11.20,0.40,0.50,2.00,0.10,19.00,50.00,1.00,3.10,0.58,10.40,5.00
1550,7.40,0.36,0.30,1.80,0.07,17.00,24.00,0.99,3.24,0.70,11.40,8.00
1551,7.10,0.68,0.00,2.30,0.09,17.00,26.00,1.00,3.45,0.53,9.50,5.00
1552,7.10,0.67,0.00,2.30,0.08,18.00,27.00,1.00,3.44,0.54,9.40,5.00
1553,6.30,0.68,0.01,3.70,0.10,32.00,54.00,1.00,3.51,0.66,11.30,6.00
1554,7.30,0.74,0.00,2.20,0.08,18.00,28.00,1.00,3.41,0.60,9.40,5.00
1555,6.60,0.86,0.02,2.40,0.06,15.00,23.00,1.00,3.54,0.60,11.00,6.00
1556,7.00,0.56,0.17,1.70,0.07,15.00,24.00,1.00,3.44,0.68,10.55,7.00
1557,6.60,0.88,0.04,2.20,0.07,12.00,20.00,1.00,3.53,0.56,9.90,5.00
1558,6.60,0.86,0.02,2.40,0.06,15.00,23.00,1.00,3.54,0.60,11.00,6.00
1559,6.90,0.63,0.33,6.70,0.24,66.00,115.00,1.00,3.22,0.56,9.50,5.00
1560,7.80,0.60,0.26,2.00,0.08,31.00,131.00,1.00,3.21,0.52,9.90,5.00
1561,7.80,0.60,0.26,2.00,0.08,31.00,131.00,1.00,3.21,0.52,9.90,5.00
1562,7.80,0.60,0.26,2.00,0.08,31.00,131.00,1.00,3.21,0.52,9.90,5.00
1563,7.20,0.70,0.13,2.00,0.08,12.00,20.00,1.00,3.29,0.54,10.10,5.00
1564,7.20,0.70,0.13,2.00,0.08,12.00,20.00,1.00,3.29,0.54,10.10,5.00
1565,7.20,0.70,0.13,2.00,0.08,12.00,20.00,1.00,3.29,0.54,10.10,5.00
1566,6.70,0.67,0.02,1.90,0.06,26.00,42.00,0.99,3.39,0.82,10.90,6.00
1567,6.70,0.16,0.64,2.10,0.06,24.00,52.00,0.99,3.34,0.71,11.20,6.00
1568,7.20,0.70,0.13,2.00,0.08,12.00,20.00,1.00,3.29,0.54,10.10,5.00
1569,7.00,0.56,0.13,1.60,0.08,25.00,42.00,1.00,3.34,0.59,9.20,5.00
1570,6.20,0.51,0.14,1.90,0.06,15.00,34.00,0.99,3.48,0.57,11.50,6.00
1571,6.40,0.36,0.53,2.20,0.23,19.00,35.00,0.99,3.37,0.93,12.40,6.00
1572,6.40,0.38,0.14,2.20,0.04,15.00,25.00,1.00,3.44,0.65,11.10,6.00
1573,7.30,0.69,0.32,2.20,0.07,35.00,104.00,1.00,3.33,0.51,9.50,5.00
1574,6.00,0.58,0.20,2.40,0.08,15.00,50.00,0.99,3.58,0.67,12.50,6.00
1575,5.60,0.31,0.78,13.90,0.07,23.00,92.00,1.00,3.39,0.48,10.50,6.00
1576,7.50,0.52,0.40,2.20,0.06,12.00,20.00,0.99,3.26,0.64,11.80,6.00
1577,8.00,0.30,0.63,1.60,0.08,16.00,29.00,1.00,3.30,0.78,10.80,6.00
1578,6.20,0.70,0.15,5.10,0.08,13.00,27.00,1.00,3.54,0.60,11.90,6.00
1579,6.80,0.67,0.15,1.80,0.12,13.00,20.00,1.00,3.42,0.67,11.30,6.00
1580,6.20,0.56,0.09,1.70,0.05,24.00,32.00,0.99,3.54,0.60,11.30,5.00
1581,7.40,0.35,0.33,2.40,0.07,9.00,26.00,0.99,3.36,0.60,11.90,6.00
1582,6.20,0.56,0.09,1.70,0.05,24.00,32.00,0.99,3.54,0.60,11.30,5.00
1583,6.10,0.72,0.10,2.60,0.05,13.00,27.00,0.99,3.57,0.50,11.90,5.00
1584,6.20,0.46,0.29,2.10,0.07,32.00,98.00,1.00,3.33,0.62,9.80,5.00
1585,6.70,0.32,0.44,2.40,0.06,24.00,34.00,0.99,3.29,0.80,11.60,7.00
1586,7.20,0.39,0.44,2.60,0.07,22.00,48.00,0.99,3.30,0.84,11.50,6.00
1587,7.50,0.31,0.41,2.40,0.07,34.00,60.00,0.99,3.34,0.85,11.40,6.00
1588,5.80,0.61,0.11,1.80,0.07,18.00,28.00,0.99,3.55,0.66,10.90,6.00
1589,7.20,0.66,0.33,2.50,0.07,34.00,102.00,0.99,3.27,0.78,12.80,6.00
1590,6.60,0.73,0.20,7.80,0.07,29.00,79.00,1.00,3.29,0.54,9.20,5.00
1591,6.30,0.55,0.15,1.80,0.08,26.00,35.00,0.99,3.32,0.82,11.60,6.00
1592,5.40,0.74,0.09,1.70,0.09,16.00,26.00,0.99,3.67,0.56,11.60,6.00
1593,6.30,0.51,0.13,2.30,0.08,29.00,40.00,1.00,3.42,0.75,11.00,6.00
1594,6.80,0.62,0.08,1.90,0.07,28.00,38.00,1.00,3.42,0.82,9.50,6.00
1595,6.20,0.60,0.08,2.00,0.09,32.00,44.00,0.99,3.45,0.58,10.50,5.00
1596,5.90,0.55,0.10,2.20,0.06,39.00,51.00,1.00,3.52,0.76,11.20,6.00
1597,6.30,0.51,0.13,2.30,0.08,29.00,40.00,1.00,3.42,0.75,11.00,6.00
1598,5.90,0.65,0.12,2.00,0.08,32.00,44.00,1.00,3.57,0.71,10.20,5.00
1599,6.00,0.31,0.47,3.60,0.07,18.00,42.00,1.00,3.39,0.66,11.00,6.00
